Country or Area,Year,Transaction,Unnamed: 0,Unnamed: 0.1,Quantity,Quantity Footnotes,Conversion_in_kWh,Commodity
Canada,2012,Transformation,2125,2125,356.0,0.0,98888968.0,Coal products
Canada,2012,"Transformation in electricity, CHP and heat plants",2155,2155,356.0,0.0,98888968.0,Coal products
Canada,2012,consumption by iron and steel industry,3868,3868,851.0,0.0,6612270000.0,Coal products
Canada,2012,exports,3656,3656,420.0,0.0,3263400000.0,Coal products
Canada,2012,final consumption,6019,6019,25906.0,0.0,17183248794.0,Coal products
Canada,2012,imports,3625,3625,848.0,0.0,6588960000.0,Coal products
Canada,2012,production,3594,3594,2949.0,0.0,22913730000.0,Coal products
Canada,2012,stock changes,3687,3687,-142.0,0.0,-1103340000.0,Coal products
Canada,2012,transformation,3717,3717,2237.0,0.0,17381490000.0,Coal products
Canada,2012,transformation in blast furnaces,3747,3747,2237.0,0.0,17381490000.0,Coal products
Canada,2013,Coke Oven Gas,4398,4398,347.0,0.0,96388966.0,Coal products
Canada,2013,Consumption by iron and steel,4184,4184,45487.0,0.0,12635287886.0,Coal products
Canada,2013,"Consumption by manufacturing, construction and non-fuel industry",7961,7961,46150.0,0.0,17786797886.0,Coal products
Canada,2013,Consumption by mining and quarrying ,3975,3975,63.0,0.0,489510000.0,Coal products
Canada,2013,Consumption by non-metallic minerals ,3945,3945,35.0,0.0,271950000.0,Coal products
Canada,2013,"Consumption by other manuf., const. and non-fuel ind.",3897,3897,98.0,0.0,761460000.0,Coal products
Canada,2013,Final consumption,2342,2342,24248.0,0.0,6735560944.0,Coal products
Canada,2013,Final energy consumption,7871,7871,46150.0,0.0,17786797886.0,Coal products
Canada,2013,Non-energy uses,3777,3777,440.0,0.0,3418800000.0,Coal products
Canada,2013,Production,3862,3862,45834.0,0.0,12731676852.0,Coal products
Canada,2013,Total energy supply,8268,8268,48846.0,0.0,36134916852.0,Coal products
Canada,2013,Transformation,2124,2124,347.0,0.0,96388966.0,Coal products
Canada,2013,"Transformation in electricity, CHP and heat plants",2154,2154,347.0,0.0,96388966.0,Coal products
Canada,2013,consumption by iron and steel industry,3867,3867,565.0,0.0,4390050000.0,Coal products
Canada,2013,exports,3655,3655,29.0,0.0,225330000.0,Coal products
Canada,2013,final consumption,6017,6017,22342.0,0.0,14470036942.0,Coal products
Canada,2013,imports,3624,3624,698.0,0.0,5423460000.0,Coal products
Canada,2013,production,3593,3593,2480.0,0.0,19269600000.0,Coal products
Canada,2013,stock changes,3686,3686,137.0,0.0,1064490000.0,Coal products
Canada,2013,transformation,3716,3716,1933.0,0.0,15019410000.0,Coal products
Canada,2013,transformation in blast furnaces,3746,3746,1933.0,0.0,15019410000.0,Coal products
Canada,2014,Coke Oven Gas,4396,4396,318.0,0.0,88333404.0,Coal products
Canada,2014,Consumption by iron and steel,4182,4182,45994.0,0.0,12776121332.0,Coal products
Canada,2014,"Consumption by manufacturing, construction and non-fuel industry",7958,7958,46670.0,0.0,18028641332.0,Coal products
Canada,2014,Consumption by mining and quarrying ,3974,3974,55.0,0.0,427350000.0,Coal products
Canada,2014,Consumption by non-metallic minerals ,3944,3944,33.0,0.0,256410000.0,Coal products
Canada,2014,"Consumption by other manuf., const. and non-fuel ind.",3896,3896,88.0,0.0,683760000.0,Coal products
Canada,2014,Final consumption,2341,2341,22666.0,0.0,6296116148.0,Coal products
Canada,2014,Final energy consumption,7868,7868,46670.0,0.0,18028641332.0,Coal products
Canada,2014,Non-energy uses,3776,3776,434.0,0.0,3372180000.0,Coal products
Canada,2014,Production,3860,3860,46312.0,0.0,12864454736.0,Coal products
Canada,2014,Total energy supply,8265,8265,49738.0,0.0,39484474736.0,Coal products
Canada,2014,Transformation,2123,2123,318.0,0.0,88333404.0,Coal products
Canada,2014,"Transformation in electricity, CHP and heat plants",2153,2153,318.0,0.0,88333404.0,Coal products
Canada,2014,consumption by iron and steel industry,3866,3866,588.0,0.0,4568760000.0,Coal products
Canada,2014,exports,3654,3654,61.0,0.0,473970000.0,Coal products
Canada,2014,final consumption,6015,6015,24438.0,0.0,15104705184.0,Coal products
Canada,2014,imports,3623,3623,1232.0,0.0,9572640000.0,Coal products
Canada,2014,production,3592,3592,2219.0,0.0,17241630000.0,Coal products
Canada,2014,stock changes,3685,3685,-36.0,0.0,-279720000.0,Coal products
Canada,2014,transformation,3715,3715,2124.0,0.0,16503480000.0,Coal products
Canada,2014,transformation in blast furnaces,3745,3745,2124.0,0.0,16503480000.0,Coal products
Canada,2015,Coke Oven Gas,4394,4394,2041.0,0.0,566944898.0,Coal products
Canada,2015,Consumption by iron and steel,4180,4180,41724.0,0.0,11590009272.0,Coal products
Canada,2015,"Consumption by manufacturing, construction and non-fuel industry",7955,7955,42396.0,0.0,16811449272.0,Coal products
Canada,2015,Consumption by mining and quarrying ,3973,3973,46.0,0.0,357420000.0,Coal products
Canada,2015,Consumption by non-metallic minerals ,3943,3943,37.0,0.0,287490000.0,Coal products
Canada,2015,"Consumption by other manuf., const. and non-fuel ind.",3895,3895,83.0,0.0,644910000.0,Coal products
Canada,2015,Final consumption,2340,2340,21181.0,0.0,5883615818.0,Coal products
Canada,2015,Final energy consumption,7865,7865,42396.0,0.0,16811449272.0,Coal products
Canada,2015,Non-energy uses,3775,3775,36.0,0.0,279720000.0,Coal products
Canada,2015,Production,3858,3858,43765.0,0.0,12156954170.0,Coal products
Canada,2015,Total energy supply,8262,8262,47094.0,0.0,38023284170.0,Coal products
Canada,2015,Transformation,2122,2122,2041.0,0.0,566944898.0,Coal products
Canada,2015,"Transformation in electricity, CHP and heat plants",2152,2152,2041.0,0.0,566944898.0,Coal products
Canada,2015,consumption by iron and steel industry,3865,3865,589.0,0.0,4576530000.0,Coal products
Canada,2015,exports,3653,3653,76.0,0.0,590520000.0,Coal products
Canada,2015,final consumption,6013,6013,21251.0,0.0,11207553454.0,Coal products
Canada,2015,imports,3622,3622,1213.0,0.0,9425010000.0,Coal products
Canada,2015,production,3591,3591,2273.0,0.0,17661210000.0,Coal products
Canada,2015,stock changes,3684,3684,81.0,0.0,629370000.0,Coal products
Canada,2015,transformation,3714,3714,1870.0,0.0,14529900000.0,Coal products
Canada,2015,transformation in blast furnaces,3744,3744,1870.0,0.0,14529900000.0,Coal products
Canada,2016,Coke Oven Gas,4392,4392,2042.0,0.0,567222676.0,Coal products
Canada,2016,Consumption by iron and steel,4178,4178,41582.0,0.0,11550564796.0,Coal products
Canada,2016,"Consumption by manufacturing, construction and non-fuel industry",7952,7952,42435.0,0.0,18178374796.0,Coal products
Canada,2016,Consumption by mining and quarrying ,3972,3972,39.0,0.0,303030000.0,Coal products
Canada,2016,Consumption by non-metallic minerals ,3942,3942,70.0,0.0,543900000.0,Coal products
Canada,2016,"Consumption by other manuf., const. and non-fuel ind.",3894,3894,109.0,0.0,846930000.0,Coal products
Canada,2016,Final consumption,2339,2339,19995.0,0.0,5554171110.0,Coal products
Canada,2016,Final energy consumption,7862,7862,42435.0,0.0,18178374796.0,Coal products
Canada,2016,Non-energy uses,3774,3774,34.0,0.0,264180000.0,Coal products
Canada,2016,Production,3856,3856,43624.0,0.0,12117787472.0,Coal products
Canada,2016,Total energy supply,8259,8259,46838.0,0.0,37090567472.0,Coal products
Canada,2016,Transformation,2121,2121,2042.0,0.0,567222676.0,Coal products
Canada,2016,"Transformation in electricity, CHP and heat plants",2151,2151,2042.0,0.0,567222676.0,Coal products
Canada,2016,consumption by iron and steel industry,3864,3864,744.0,0.0,5780880000.0,Coal products
Canada,2016,exports,3652,3652,44.0,0.0,341880000.0,Coal products
Canada,2016,final consumption,6011,6011,22474.0,0.0,12888383686.0,Coal products
Canada,2016,imports,3621,3621,1236.0,0.0,9603720000.0,Coal products
Canada,2016,production,3590,3590,2194.0,0.0,17047380000.0,Coal products
Canada,2016,stock changes,3683,3683,172.0,0.0,1336440000.0,Coal products
Canada,2016,transformation,3713,3713,1965.0,0.0,15268050000.0,Coal products
Canada,2016,transformation in blast furnaces,3743,3743,1965.0,0.0,15268050000.0,Coal products
Canada,2017,Coke Oven Gas,4390,4390,2313.0,0.0,642500514.0,Coal products
Canada,2017,Consumption by iron and steel,4176,4176,41679.0,0.0,11577509262.0,Coal products
Canada,2017,"Consumption by manufacturing, construction and non-fuel industry",7949,7949,42615.0,0.0,18850229262.0,Coal products
Canada,2017,Consumption by mining and quarrying ,3971,3971,37.0,0.0,287490000.0,Coal products
Canada,2017,Consumption by non-metallic minerals ,3941,3941,72.0,0.0,559440000.0,Coal products
Canada,2017,"Consumption by other manuf., const. and non-fuel ind.",3893,3893,109.0,0.0,846930000.0,Coal products
Canada,2017,Final consumption,2338,2338,19744.0,0.0,5484448832.0,Coal products
Canada,2017,Final energy consumption,7859,7859,42615.0,0.0,18850229262.0,Coal products
Canada,2017,Non-energy uses,3773,3773,71.0,0.0,551670000.0,Coal products
Canada,2017,Production,3854,3854,43992.0,0.0,12220009776.0,Coal products
Canada,2017,Total energy supply,8256,8256,47642.0,0.0,40580509776.0,Coal products
Canada,2017,Transformation,2120,2120,2313.0,0.0,642500514.0,Coal products
Canada,2017,"Transformation in electricity, CHP and heat plants",2150,2150,2313.0,0.0,642500514.0,Coal products
Canada,2017,consumption by iron and steel industry,3863,3863,827.0,0.0,6425790000.0,Coal products
Canada,2017,exports,3651,3651,5.0,0.0,38850000.0,Coal products
Canada,2017,final consumption,6009,6009,22942.0,0.0,13917450430.0,Coal products
Canada,2017,imports,3620,3620,1211.0,0.0,9409470000.0,Coal products
Canada,2017,production,3589,3589,2203.0,0.0,17117310000.0,Coal products
Canada,2017,stock changes,3682,3682,-241.0,0.0,-1872570000.0,Coal products
Canada,2017,transformation,3712,3712,1997.0,0.0,15516690000.0,Coal products
Canada,2017,transformation in blast furnaces,3742,3742,1997.0,0.0,15516690000.0,Coal products
Canada,2018,Coke Oven Gas,4388,4388,1744.0,0.0,484444832.0,Coal products
Canada,2018,Consumption by iron and steel,4174,4174,44578.0,0.0,12382787684.0,Coal products
Canada,2018,"Consumption by manufacturing, construction and non-fuel industry",7946,7946,45569.0,0.0,20082857684.0,Coal products
Canada,2018,Consumption by mining and quarrying ,3970,3970,15.0,0.0,116550000.0,Coal products
Canada,2018,Consumption by non-metallic minerals ,3940,3940,72.0,0.0,559440000.0,Coal products
Canada,2018,"Consumption by other manuf., const. and non-fuel ind.",3892,3892,87.0,0.0,675990000.0,Coal products
Canada,2018,Final consumption,2337,2337,22959.0,0.0,6377505102.0,Coal products
Canada,2018,Final energy consumption,7856,7856,45569.0,0.0,20082857684.0,Coal products
Canada,2018,Non-energy uses,3772,3772,71.0,0.0,551670000.0,Coal products
Canada,2018,Production,3852,3852,46322.0,0.0,12867232516.0,Coal products
Canada,2018,Total energy supply,8253,8253,50009.0,0.0,41515222516.0,Coal products
Canada,2018,Transformation,2119,2119,1744.0,0.0,484444832.0,Coal products
Canada,2018,"Transformation in electricity, CHP and heat plants",2149,2149,1744.0,0.0,484444832.0,Coal products
Canada,2018,consumption by iron and steel industry,3862,3862,904.0,0.0,7024080000.0,Coal products
Canada,2018,exports,3650,3650,39.0,0.0,303030000.0,Coal products
Canada,2018,final consumption,6007,6007,22681.0,0.0,14257022582.0,Coal products
Canada,2018,imports,3619,3619,1101.0,0.0,8554770000.0,Coal products
Canada,2018,production,3588,3588,2520.0,0.0,19580400000.0,Coal products
Canada,2018,stock changes,3681,3681,-105.0,0.0,-815850000.0,Coal products
Canada,2018,transformation,3711,3711,1968.0,0.0,15291360000.0,Coal products
Canada,2018,transformation in blast furnaces,3741,3741,1968.0,0.0,15291360000.0,Coal products
Canada,2019,Coke Oven Gas,4386,4386,1892.0,0.0,525555976.0,Coal products
Canada,2019,Consumption by iron and steel,4172,4172,42036.0,0.0,11676676008.0,Coal products
Canada,2019,"Consumption by manufacturing, construction and non-fuel industry",7943,7943,42960.0,0.0,18856156008.0,Coal products
Canada,2019,Consumption by mining and quarrying ,3969,3969,15.0,0.0,116550000.0,Coal products
Canada,2019,Consumption by non-metallic minerals ,3939,3939,71.0,0.0,551670000.0,Coal products
Canada,2019,"Consumption by other manuf., const. and non-fuel ind.",3891,3891,86.0,0.0,668220000.0,Coal products
Canada,2019,Final consumption,2336,2336,21996.0,0.0,6110004888.0,Coal products
Canada,2019,Final energy consumption,7853,7853,42960.0,0.0,18856156008.0,Coal products
Canada,2019,Non-energy uses,3771,3771,72.0,0.0,559440000.0,Coal products
Canada,2019,Production,3850,3850,43928.0,0.0,12202231984.0,Coal products
Canada,2019,Total energy supply,8250,8250,47730.0,0.0,41743771984.0,Coal products
Canada,2019,Transformation,2118,2118,1892.0,0.0,525555976.0,Coal products
Canada,2019,"Transformation in electricity, CHP and heat plants",2148,2148,1892.0,0.0,525555976.0,Coal products
Canada,2019,consumption by iron and steel industry,3861,3861,838.0,0.0,6511260000.0,Coal products
Canada,2019,exports,3649,3649,39.0,0.0,303030000.0,Coal products
Canada,2019,final consumption,6005,6005,21036.0,0.0,13305591120.0,Coal products
Canada,2019,imports,3618,3618,1298.0,0.0,10085460000.0,Coal products
Canada,2019,production,3587,3587,2428.0,0.0,18865560000.0,Coal products
Canada,2019,stock changes,3680,3680,-115.0,0.0,-893550000.0,Coal products
Canada,2019,transformation,3710,3710,1824.0,0.0,14172480000.0,Coal products
Canada,2019,transformation in blast furnaces,3740,3740,1824.0,0.0,14172480000.0,Coal products
Canada,2020,Non-energy uses,3770,3770,60.0,0.0,466200000.0,Coal products
Canada,2020,Production,3848,3848,39096.0,0.0,10860008688.0,Coal products
Canada,2020,Total energy supply,8247,8247,42358.0,0.0,36205748688.0,Coal products
Canada,2020,exports,3648,3648,78.0,0.0,606060000.0,Coal products
Canada,2020,final consumption,4046,4046,60.0,0.0,466200000.0,Coal products
Canada,2020,imports,3617,3617,1285.0,0.0,9984450000.0,Coal products
Canada,2020,production,3586,3586,2161.0,0.0,16790970000.0,Coal products
Canada,2020,stock changes,3679,3679,106.0,0.0,823620000.0,Coal products
Chile,1990,Coke Oven Gas,2466,2466,46.0,0.0,12777788.0,Coal products
Chile,1990,Consumption by iron and steel,4830,4830,3031.0,0.0,841945118.0,Coal products
Chile,1990,"Consumption by manufacturing, construction and non-fuel industry",9096,9096,3209.0,0.0,1033741820.0,Coal products
Chile,1990,Consumption by mining and quarrying ,7058,7058,31.0,0.0,46072228.0,Coal products
Chile,1990,"Consumption by other manuf., const. and non-fuel ind.",7010,7010,176.0,0.0,176256702.0,Coal products
Chile,1990,Consumption not elsewhere specified (industry),7108,7108,145.0,0.0,130184474.0,Coal products
Chile,1990,Energy industries own use,4544,4544,2805.0,0.0,779167290.0,Coal products
Chile,1990,Final consumption,2713,2713,2154.0,0.0,598333812.0,Coal products
Chile,1990,Final energy consumption,9020,9020,3209.0,0.0,1033741820.0,Coal products
Chile,1990,Losses,2137,2137,770.0,0.0,213889060.0,Coal products
Chile,1990,Own use by blast furnaces,2106,2106,1425.0,0.0,395833650.0,Coal products
Chile,1990,Own use by coke ovens,4600,4600,1380.0,0.0,383333640.0,Coal products
Chile,1990,Production,5074,5074,7909.0,0.0,2294345088.0,Coal products
Chile,1990,Total energy supply,10226,10226,8282.0,0.0,5192555088.0,Coal products
Chile,1990,Transformation,3119,3119,641.0,0.0,275454584.0,Coal products
Chile,1990,Transformation in blast furnaces,3171,3171,595.0,0.0,262676796.0,Coal products
Chile,1990,"Transformation in electricity, CHP and heat plants",2456,2456,46.0,0.0,12777788.0,Coal products
Chile,1990,consumption by iron and steel industry,4342,4342,2.0,0.0,15540000.0,Coal products
Chile,1990,exports,4162,4162,0.0,0.0,0.0,Coal products
Chile,1990,final consumption,6770,6770,1055.0,0.0,435408008.0,Coal products
Chile,1990,imports,4136,4136,44.0,0.0,341880000.0,Coal products
Chile,1990,production,4107,4107,336.0,0.0,2610720000.0,Coal products
Chile,1990,stock changes,4192,4192,7.0,0.0,54390000.0,Coal products
Chile,1990,transformation,4222,4222,353.0,0.0,2742810000.0,Coal products
Chile,1990,transformation in blast furnaces,4252,4252,353.0,0.0,2742810000.0,Coal products
Chile,1991,Coke Oven Gas,2465,2465,42.0,0.0,11666676.0,Coal products
Chile,1991,Consumption by iron and steel,4828,4828,3788.0,0.0,1052223064.0,Coal products
Chile,1991,"Consumption by manufacturing, construction and non-fuel industry",9093,9093,4039.0,0.0,1249313116.0,Coal products
Chile,1991,Consumption by mining and quarrying ,7056,7056,43.0,0.0,49405564.0,Coal products
Chile,1991,"Consumption by other manuf., const. and non-fuel ind.",7008,7008,251.0,0.0,197090052.0,Coal products
Chile,1991,Consumption not elsewhere specified (industry),7106,7106,208.0,0.0,147684488.0,Coal products
Chile,1991,Energy industries own use,4542,4542,3414.0,0.0,948334092.0,Coal products
Chile,1991,Final consumption,2712,2712,2824.0,0.0,784445072.0,Coal products
Chile,1991,Final energy consumption,9017,9017,4039.0,0.0,1249313116.0,Coal products
Chile,1991,Losses,2136,2136,1255.0,0.0,348611390.0,Coal products
Chile,1991,Own use by blast furnaces,2105,2105,1723.0,0.0,478611494.0,Coal products
Chile,1991,Own use by coke ovens,4598,4598,1691.0,0.0,469722598.0,Coal products
Chile,1991,Production,5071,5071,10005.0,0.0,2891552220.0,Coal products
Chile,1991,Total energy supply,10222,10222,10397.0,0.0,5937392220.0,Coal products
Chile,1991,Transformation,3117,3117,818.0,0.0,339605734.0,Coal products
Chile,1991,Transformation in blast furnaces,3169,3169,776.0,0.0,327939058.0,Coal products
Chile,1991,"Transformation in electricity, CHP and heat plants",2455,2455,42.0,0.0,11666676.0,Coal products
Chile,1991,consumption by iron and steel industry,4341,4341,0.0,0.0,0.0,Coal products
Chile,1991,exports,4161,4161,0.0,0.0,0.0,Coal products
Chile,1991,final consumption,6768,6768,1215.0,0.0,464868044.0,Coal products
Chile,1991,imports,4135,4135,0.0,0.0,0.0,Coal products
Chile,1991,production,4106,4106,457.0,0.0,3550890000.0,Coal products
Chile,1991,stock changes,4191,4191,65.0,0.0,505050000.0,Coal products
Chile,1991,transformation,4221,4221,375.0,0.0,2913750000.0,Coal products
Chile,1991,transformation in blast furnaces,4251,4251,375.0,0.0,2913750000.0,Coal products
Chile,1992,Coke Oven Gas,2464,2464,42.0,0.0,11666676.0,Coal products
Chile,1992,Consumption by iron and steel,4826,4826,4133.0,0.0,1148056474.0,Coal products
Chile,1992,"Consumption by manufacturing, construction and non-fuel industry",9090,9090,4491.0,0.0,1389853216.0,Coal products
Chile,1992,Consumption by mining and quarrying ,7054,7054,60.0,0.0,46635568.0,Coal products
Chile,1992,"Consumption by other manuf., const. and non-fuel ind.",7006,7006,358.0,0.0,241796742.0,Coal products
Chile,1992,Consumption not elsewhere specified (industry),7104,7104,298.0,0.0,195161174.0,Coal products
Chile,1992,Energy industries own use,4540,4540,4103.0,0.0,1139723134.0,Coal products
Chile,1992,Final consumption,2711,2711,3011.0,0.0,836389558.0,Coal products
Chile,1992,Final energy consumption,9014,9014,4491.0,0.0,1389853216.0,Coal products
Chile,1992,Losses,2135,2135,816.0,0.0,226666848.0,Coal products
Chile,1992,Own use by blast furnaces,2104,2104,2102.0,0.0,583889356.0,Coal products
Chile,1992,Own use by coke ovens,4596,4596,2001.0,0.0,555833778.0,Coal products
Chile,1992,Production,5068,5068,10671.0,0.0,3099029034.0,Coal products
Chile,1992,Total energy supply,10218,10218,11155.0,0.0,6859709034.0,Coal products
Chile,1992,Transformation,3115,3115,845.0,0.0,369582406.0,Coal products
Chile,1992,Transformation in blast furnaces,3167,3167,803.0,0.0,357915730.0,Coal products
Chile,1992,"Transformation in electricity, CHP and heat plants",2454,2454,42.0,0.0,11666676.0,Coal products
Chile,1992,consumption by iron and steel industry,4340,4340,0.0,0.0,0.0,Coal products
Chile,1992,exports,4160,4160,0.0,0.0,0.0,Coal products
Chile,1992,final consumption,6766,6766,1480.0,0.0,553463658.0,Coal products
Chile,1992,imports,4134,4134,0.0,0.0,0.0,Coal products
Chile,1992,production,4105,4105,465.0,0.0,3613050000.0,Coal products
Chile,1992,stock changes,4190,4190,-19.0,0.0,-147630000.0,Coal products
Chile,1992,transformation,4220,4220,465.0,0.0,3613050000.0,Coal products
Chile,1992,transformation in blast furnaces,4250,4250,465.0,0.0,3613050000.0,Coal products
Chile,1993,Coke Oven Gas,2463,2463,42.0,0.0,11666676.0,Coal products
Chile,1993,Consumption by iron and steel,4824,4824,4416.0,0.0,1226667648.0,Coal products
Chile,1993,"Consumption by manufacturing, construction and non-fuel industry",9087,9087,4884.0,0.0,1603911078.0,Coal products
Chile,1993,Consumption by mining and quarrying ,7052,7052,75.0,0.0,50802238.0,Coal products
Chile,1993,Consumption by non-metallic minerals ,4383,4383,16.0,0.0,124320000.0,Coal products
Chile,1993,"Consumption by other manuf., const. and non-fuel ind.",7004,7004,468.0,0.0,377243430.0,Coal products
Chile,1993,Consumption not elsewhere specified (industry),7102,7102,377.0,0.0,202121192.0,Coal products
Chile,1993,Energy industries own use,4538,4538,3939.0,0.0,1094167542.0,Coal products
Chile,1993,Final consumption,2710,2710,3472.0,0.0,964445216.0,Coal products
Chile,1993,Final energy consumption,9011,9011,4884.0,0.0,1603911078.0,Coal products
Chile,1993,Losses,2134,2134,1289.0,0.0,358055842.0,Coal products
Chile,1993,Own use by blast furnaces,2103,2103,1984.0,0.0,551111552.0,Coal products
Chile,1993,Own use by coke ovens,4594,4594,1955.0,0.0,543055990.0,Coal products
Chile,1993,Production,5065,5065,11617.0,0.0,3369299244.0,Coal products
Chile,1993,Total energy supply,10214,10214,12136.0,0.0,7401929244.0,Coal products
Chile,1993,Transformation,3113,3113,953.0,0.0,407074652.0,Coal products
Chile,1993,Transformation in blast furnaces,3165,3165,911.0,0.0,395407976.0,Coal products
Chile,1993,"Transformation in electricity, CHP and heat plants",2453,2453,42.0,0.0,11666676.0,Coal products
Chile,1993,consumption by iron and steel industry,4339,4339,0.0,0.0,0.0,Coal products
Chile,1993,exports,4159,4159,0.0,0.0,0.0,Coal products
Chile,1993,final consumption,6764,6764,1412.0,0.0,639465862.0,Coal products
Chile,1993,imports,4133,4133,19.0,0.0,147630000.0,Coal products
Chile,1993,production,4104,4104,494.0,0.0,3838380000.0,Coal products
Chile,1993,stock changes,4189,4189,-6.0,0.0,-46620000.0,Coal products
Chile,1993,transformation,4219,4219,485.0,0.0,3768450000.0,Coal products
Chile,1993,transformation in blast furnaces,4249,4249,485.0,0.0,3768450000.0,Coal products
Chile,1994,Coke Oven Gas,2462,2462,42.0,0.0,11666676.0,Coal products
Chile,1994,Consumption by iron and steel,4822,4822,4272.0,0.0,1186667616.0,Coal products
Chile,1994,"Consumption by manufacturing, construction and non-fuel industry",9084,9084,4889.0,0.0,2152232174.0,Coal products
Chile,1994,Consumption by mining and quarrying ,7050,7050,88.0,0.0,54413352.0,Coal products
Chile,1994,Consumption by non-metallic minerals ,4382,4382,89.0,0.0,691530000.0,Coal products
Chile,1994,"Consumption by other manuf., const. and non-fuel ind.",7002,7002,617.0,0.0,965564558.0,Coal products
Chile,1994,Consumption not elsewhere specified (industry),7100,7100,440.0,0.0,219621206.0,Coal products
Chile,1994,Energy industries own use,4536,4536,3777.0,0.0,1049167506.0,Coal products
Chile,1994,Final consumption,2709,2709,3463.0,0.0,961945214.0,Coal products
Chile,1994,Final energy consumption,9008,9008,4889.0,0.0,2152232174.0,Coal products
Chile,1994,Losses,2133,2133,1611.0,0.0,447500358.0,Coal products
Chile,1994,Own use by blast furnaces,2102,2102,1899.0,0.0,527500422.0,Coal products
Chile,1994,Own use by coke ovens,4592,4592,1878.0,0.0,521667084.0,Coal products
Chile,1994,Production,5062,5062,12093.0,0.0,3501521572.0,Coal products
Chile,1994,Total energy supply,10210,10210,12646.0,0.0,7798331572.0,Coal products
Chile,1994,Transformation,3111,3111,928.0,0.0,400130202.0,Coal products
Chile,1994,Transformation in blast furnaces,3163,3163,886.0,0.0,388463526.0,Coal products
Chile,1994,"Transformation in electricity, CHP and heat plants",2452,2452,42.0,0.0,11666676.0,Coal products
Chile,1994,consumption by iron and steel industry,4338,4338,0.0,0.0,0.0,Coal products
Chile,1994,exports,4158,4158,0.0,0.0,0.0,Coal products
Chile,1994,final consumption,6762,6762,1426.0,0.0,1190286960.0,Coal products
Chile,1994,imports,4132,4132,28.0,0.0,217560000.0,Coal products
Chile,1994,production,4103,4103,492.0,0.0,3822840000.0,Coal products
Chile,1994,stock changes,4188,4188,-33.0,0.0,-256410000.0,Coal products
Chile,1994,transformation,4218,4218,446.0,0.0,3465420000.0,Coal products
Chile,1994,transformation in blast furnaces,4248,4248,446.0,0.0,3465420000.0,Coal products
Chile,1995,Coke Oven Gas,2461,2461,33.0,0.0,9166674.0,Coal products
Chile,1995,Consumption by iron and steel,4820,4820,4310.0,0.0,1197223180.0,Coal products
Chile,1995,"Consumption by manufacturing, construction and non-fuel industry",9081,9081,5077.0,0.0,2616526648.0,Coal products
Chile,1995,Consumption by mining and quarrying ,7048,7048,103.0,0.0,58580022.0,Coal products
Chile,1995,Consumption by non-metallic minerals ,4381,4381,143.0,0.0,1111110000.0,Coal products
Chile,1995,"Consumption by other manuf., const. and non-fuel ind.",7000,7000,767.0,0.0,1419303468.0,Coal products
Chile,1995,Consumption not elsewhere specified (industry),7098,7098,521.0,0.0,249613446.0,Coal products
Chile,1995,Energy industries own use,4534,4534,3392.0,0.0,942222976.0,Coal products
Chile,1995,Final consumption,2708,2708,3755.0,0.0,1043056390.0,Coal products
Chile,1995,Final energy consumption,9005,9005,5077.0,0.0,2616526648.0,Coal products
Chile,1995,Losses,2132,2132,1724.0,0.0,478889272.0,Coal products
Chile,1995,Own use by blast furnaces,2101,2101,1670.0,0.0,463889260.0,Coal products
Chile,1995,Own use by coke ovens,4590,4590,1722.0,0.0,478333716.0,Coal products
Chile,1995,Production,5059,5059,11268.0,0.0,3264862500.0,Coal products
Chile,1995,Total energy supply,10206,10206,11858.0,0.0,7849162500.0,Coal products
Chile,1995,Transformation,3109,3109,976.0,0.0,405971324.0,Coal products
Chile,1995,Transformation in blast furnaces,3161,3161,943.0,0.0,396804650.0,Coal products
Chile,1995,"Transformation in electricity, CHP and heat plants",2451,2451,33.0,0.0,9166674.0,Coal products
Chile,1995,consumption by iron and steel industry,4337,4337,0.0,0.0,0.0,Coal products
Chile,1995,exports,4157,4157,19.0,0.0,147630000.0,Coal products
Chile,1995,final consumption,6760,6760,1322.0,0.0,1573470258.0,Coal products
Chile,1995,imports,4131,4131,51.0,0.0,396270000.0,Coal products
Chile,1995,production,4102,4102,457.0,0.0,3550890000.0,Coal products
Chile,1995,stock changes,4187,4187,-101.0,0.0,-784770000.0,Coal products
Chile,1995,transformation,4217,4217,429.0,0.0,3333330000.0,Coal products
Chile,1995,transformation in blast furnaces,4247,4247,429.0,0.0,3333330000.0,Coal products
Chile,1996,Coke Oven Gas,2460,2460,0.0,0.0,0.0,Coal products
Chile,1996,Consumption by iron and steel,4818,4818,4558.0,0.0,1266112124.0,Coal products
Chile,1996,"Consumption by manufacturing, construction and non-fuel industry",9078,9078,5302.0,0.0,2281938932.0,Coal products
Chile,1996,Consumption by mining and quarrying ,7046,7046,107.0,0.0,52198912.0,Coal products
Chile,1996,Consumption by non-metallic minerals ,4380,4380,88.0,0.0,683760000.0,Coal products
Chile,1996,"Consumption by other manuf., const. and non-fuel ind.",6998,6998,744.0,0.0,1015826808.0,Coal products
Chile,1996,Consumption not elsewhere specified (industry),7096,7096,549.0,0.0,279867896.0,Coal products
Chile,1996,Energy industries own use,4532,4532,3965.0,0.0,1101389770.0,Coal products
Chile,1996,Final consumption,2707,2707,3811.0,0.0,1058611958.0,Coal products
Chile,1996,Final energy consumption,9002,9002,5302.0,0.0,2281938932.0,Coal products
Chile,1996,Losses,2131,2131,1431.0,0.0,397500318.0,Coal products
