Country or Area,Year,Transaction,Unnamed: 0,Unnamed: 0.1,Quantity,Quantity Footnotes,Conversion_in_kWh,Commodity
Dominican Republic,2013,Imports,2419,2419,1.7,0.0,17000000.0,Liquid biofuels
Dominican Republic,2013,Total energy supply,2447,2447,1.7,0.0,17000000.0,Liquid biofuels
Dominican Republic,2014,Consumption by road,2439,2439,1.9,0.0,19000000.0,Liquid biofuels
Dominican Republic,2014,Consumption in transport,2432,2432,1.9,0.0,19000000.0,Liquid biofuels
Dominican Republic,2014,Final consumption,2453,2453,1.9,0.0,19000000.0,Liquid biofuels
Dominican Republic,2014,Final energy consumption,2425,2425,1.9,0.0,19000000.0,Liquid biofuels
Dominican Republic,2014,Imports,2418,2418,1.9,0.0,19000000.0,Liquid biofuels
Dominican Republic,2014,Total energy supply,2446,2446,1.9,0.0,19000000.0,Liquid biofuels
Ecuador,2008,Consumption by road,1972,1972,0.0,0.0,0.0,Liquid biofuels
Ecuador,2008,Final consumption,1998,1998,0.0,0.0,0.0,Liquid biofuels
Ecuador,2008,Final energy consumption,1946,1946,0.0,0.0,0.0,Liquid biofuels
Ecuador,2008,Total energy supply,1985,1985,0.0,0.0,0.0,Liquid biofuels
Ecuador,2008,consumption by transport,1959,1959,0.0,0.0,0.0,Liquid biofuels
Ecuador,2008,production,1933,1933,0.0,0.0,0.0,Liquid biofuels
Ecuador,2009,Consumption by road,1971,1971,0.0,0.0,0.0,Liquid biofuels
Ecuador,2009,Final consumption,1997,1997,0.0,0.0,0.0,Liquid biofuels
Ecuador,2009,Final energy consumption,1945,1945,0.0,0.0,0.0,Liquid biofuels
Ecuador,2009,Total energy supply,1984,1984,0.0,0.0,0.0,Liquid biofuels
Ecuador,2009,consumption by transport,1958,1958,0.0,0.0,0.0,Liquid biofuels
Ecuador,2009,production,1932,1932,0.0,0.0,0.0,Liquid biofuels
Ecuador,2010,Consumption by road,1970,1970,4.0,0.0,28880000.0,Liquid biofuels
Ecuador,2010,Final consumption,1996,1996,4.0,0.0,28880000.0,Liquid biofuels
Ecuador,2010,Final energy consumption,1944,1944,4.0,0.0,28880000.0,Liquid biofuels
Ecuador,2010,Total energy supply,1983,1983,4.0,0.0,28880000.0,Liquid biofuels
Ecuador,2010,consumption by transport,1957,1957,4.0,0.0,28880000.0,Liquid biofuels
Ecuador,2010,production,1931,1931,4.0,0.0,28880000.0,Liquid biofuels
Ecuador,2011,Consumption by road,1969,1969,5.73,0.0,41370600.0,Liquid biofuels
Ecuador,2011,Final consumption,1995,1995,5.73,0.0,41370600.0,Liquid biofuels
Ecuador,2011,Final energy consumption,1943,1943,5.73,0.0,41370600.0,Liquid biofuels
Ecuador,2011,Total energy supply,1982,1982,5.73,0.0,41370600.0,Liquid biofuels
Ecuador,2011,consumption by transport,1956,1956,5.73,0.0,41370600.0,Liquid biofuels
Ecuador,2011,production,1930,1930,5.73,0.0,41370600.0,Liquid biofuels
Ecuador,2012,Consumption by road,1968,1968,6.83,0.0,49312600.0,Liquid biofuels
Ecuador,2012,Final consumption,1994,1994,6.83,0.0,49312600.0,Liquid biofuels
Ecuador,2012,Final energy consumption,1942,1942,6.83,0.0,49312600.0,Liquid biofuels
Ecuador,2012,Total energy supply,1981,1981,6.83,0.0,49312600.0,Liquid biofuels
Ecuador,2012,consumption by transport,1955,1955,6.83,0.0,49312600.0,Liquid biofuels
Ecuador,2012,production,1929,1929,6.83,0.0,49312600.0,Liquid biofuels
Ecuador,2013,Consumption by road,1967,1967,4.32,0.0,31190400.000000004,Liquid biofuels
Ecuador,2013,Final consumption,1993,1993,4.32,0.0,31190400.000000004,Liquid biofuels
Ecuador,2013,Final energy consumption,1941,1941,4.32,0.0,31190400.000000004,Liquid biofuels
Ecuador,2013,Total energy supply,1980,1980,4.32,0.0,31190400.000000004,Liquid biofuels
Ecuador,2013,consumption by transport,1954,1954,4.32,0.0,31190400.000000004,Liquid biofuels
Ecuador,2013,production,1928,1928,4.32,0.0,31190400.000000004,Liquid biofuels
Ecuador,2014,Consumption by road,1966,1966,7.31,0.0,52778200.0,Liquid biofuels
Ecuador,2014,Final consumption,1992,1992,7.31,0.0,52778200.0,Liquid biofuels
Ecuador,2014,Final energy consumption,1940,1940,7.31,0.0,52778200.0,Liquid biofuels
Ecuador,2014,Total energy supply,1979,1979,7.31,0.0,52778200.0,Liquid biofuels
Ecuador,2014,consumption by transport,1953,1953,7.31,0.0,52778200.0,Liquid biofuels
Ecuador,2014,production,1927,1927,7.31,0.0,52778200.0,Liquid biofuels
Ecuador,2015,Consumption by road,1965,1965,12.5,0.0,90250000.0,Liquid biofuels
Ecuador,2015,Final consumption,1991,1991,12.5,0.0,90250000.0,Liquid biofuels
Ecuador,2015,Final energy consumption,1939,1939,12.5,0.0,90250000.0,Liquid biofuels
Ecuador,2015,Total energy supply,1978,1978,12.5,0.0,90250000.0,Liquid biofuels
Ecuador,2015,consumption by transport,1952,1952,12.5,0.0,90250000.0,Liquid biofuels
Ecuador,2015,production,1926,1926,12.5,0.0,90250000.0,Liquid biofuels
Ecuador,2016,Consumption by road,1964,1964,16.85,0.0,121657000.0,Liquid biofuels
Ecuador,2016,Final consumption,1990,1990,16.85,0.0,121657000.0,Liquid biofuels
Ecuador,2016,Final energy consumption,1938,1938,16.85,0.0,121657000.0,Liquid biofuels
Ecuador,2016,Total energy supply,1977,1977,16.85,0.0,121657000.0,Liquid biofuels
Ecuador,2016,consumption by transport,1951,1951,16.85,0.0,121657000.0,Liquid biofuels
Ecuador,2016,production,1925,1925,16.85,0.0,121657000.0,Liquid biofuels
Ecuador,2017,Consumption by road,1963,1963,30.48,0.0,220065600.0,Liquid biofuels
Ecuador,2017,Final consumption,1989,1989,30.48,0.0,220065600.0,Liquid biofuels
Ecuador,2017,Final energy consumption,1937,1937,30.48,0.0,220065600.0,Liquid biofuels
Ecuador,2017,Total energy supply,1976,1976,30.48,0.0,220065600.0,Liquid biofuels
Ecuador,2017,consumption by transport,1950,1950,30.48,0.0,220065600.0,Liquid biofuels
Ecuador,2017,production,1924,1924,30.48,0.0,220065600.0,Liquid biofuels
Ecuador,2018,Consumption by road,1962,1962,26.76,0.0,193207200.0,Liquid biofuels
Ecuador,2018,Final consumption,1988,1988,26.76,0.0,193207200.0,Liquid biofuels
Ecuador,2018,Final energy consumption,1936,1936,26.76,0.0,193207200.0,Liquid biofuels
Ecuador,2018,Total energy supply,1975,1975,26.76,0.0,193207200.0,Liquid biofuels
Ecuador,2018,consumption by transport,1949,1949,26.76,0.0,193207200.0,Liquid biofuels
Ecuador,2018,production,1923,1923,26.76,0.0,193207200.0,Liquid biofuels
Ecuador,2019,Consumption by road,1961,1961,35.27,0.0,254649400.00000003,Liquid biofuels
Ecuador,2019,Final consumption,1987,1987,35.27,0.0,254649400.00000003,Liquid biofuels
Ecuador,2019,Final energy consumption,1935,1935,35.27,0.0,254649400.00000003,Liquid biofuels
Ecuador,2019,Total energy supply,1974,1974,35.27,0.0,254649400.00000003,Liquid biofuels
Ecuador,2019,consumption by transport,1948,1948,35.27,0.0,254649400.00000003,Liquid biofuels
Ecuador,2019,production,1922,1922,35.27,0.0,254649400.00000003,Liquid biofuels
Ecuador,2020,Consumption by road,1960,1960,17.92,0.0,129382400.0,Liquid biofuels
Ecuador,2020,Final consumption,1986,1986,17.92,0.0,129382400.0,Liquid biofuels
Ecuador,2020,Final energy consumption,1934,1934,17.92,0.0,129382400.0,Liquid biofuels
Ecuador,2020,Total energy supply,1973,1973,17.92,0.0,129382400.0,Liquid biofuels
Ecuador,2020,consumption by transport,1947,1947,17.92,0.0,129382400.0,Liquid biofuels
Ecuador,2020,production,1921,1921,17.92,0.0,129382400.0,Liquid biofuels
Estonia,2006,Consumption by road,2516,2516,1.0,0.0,10000000.0,Liquid biofuels
Estonia,2006,Consumption in transport,2502,2502,1.0,0.0,10000000.0,Liquid biofuels
Estonia,2006,Final consumption,2545,2545,1.0,0.0,10000000.0,Liquid biofuels
Estonia,2006,Final energy consumption,2488,2488,1.0,0.0,10000000.0,Liquid biofuels
Estonia,2006,Imports,2474,2474,1.0,0.0,10000000.0,Liquid biofuels
Estonia,2006,Total energy supply,2531,2531,1.0,0.0,10000000.0,Liquid biofuels
Estonia,2007,Consumption by road,4566,4566,1.0,0.0,10000000.0,Liquid biofuels
Estonia,2007,Consumption in transport,2501,2501,1.0,0.0,10000000.0,Liquid biofuels
Estonia,2007,Final consumption,4622,4622,1.0,0.0,10000000.0,Liquid biofuels
Estonia,2007,Final energy consumption,4512,4512,1.0,0.0,10000000.0,Liquid biofuels
Estonia,2007,Imports,2473,2473,1.0,0.0,10000000.0,Liquid biofuels
Estonia,2007,Total energy supply,4595,4595,1.0,0.0,10000000.0,Liquid biofuels
Estonia,2007,consumption by transport,2038,2038,0.0,0.0,0.0,Liquid biofuels
Estonia,2007,imports,2012,2012,0.0,0.0,0.0,Liquid biofuels
Estonia,2008,Consumption by road,4564,4564,5.0,0.0,44440000.0,Liquid biofuels
Estonia,2008,Consumption in transport,2500,2500,3.0,0.0,30000000.0,Liquid biofuels
Estonia,2008,Final consumption,4620,4620,5.0,0.0,44440000.0,Liquid biofuels
Estonia,2008,Final energy consumption,4510,4510,5.0,0.0,44440000.0,Liquid biofuels
Estonia,2008,Imports,2472,2472,3.0,0.0,30000000.0,Liquid biofuels
Estonia,2008,Total energy supply,4593,4593,5.0,0.0,44440000.0,Liquid biofuels
Estonia,2008,consumption by transport,2037,2037,2.0,0.0,14440000.0,Liquid biofuels
Estonia,2008,imports,2011,2011,2.0,0.0,14440000.0,Liquid biofuels
Estonia,2009,Consumption by road,4562,4562,2.0,0.0,20000000.0,Liquid biofuels
Estonia,2009,Consumption in transport,2499,2499,2.0,0.0,20000000.0,Liquid biofuels
Estonia,2009,Final consumption,4618,4618,2.0,0.0,20000000.0,Liquid biofuels
Estonia,2009,Final energy consumption,4508,4508,2.0,0.0,20000000.0,Liquid biofuels
Estonia,2009,Imports,2471,2471,2.0,0.0,20000000.0,Liquid biofuels
Estonia,2009,Total energy supply,4591,4591,2.0,0.0,20000000.0,Liquid biofuels
Estonia,2009,consumption by transport,2036,2036,0.0,0.0,0.0,Liquid biofuels
Estonia,2009,imports,2010,2010,0.0,0.0,0.0,Liquid biofuels
Estonia,2010,Consumption by road,4560,4560,11.0,0.0,90540000.0,Liquid biofuels
Estonia,2010,Consumption in transport,2498,2498,4.0,0.0,40000000.0,Liquid biofuels
Estonia,2010,Final consumption,4616,4616,11.0,0.0,90540000.0,Liquid biofuels
Estonia,2010,Final energy consumption,4506,4506,11.0,0.0,90540000.0,Liquid biofuels
Estonia,2010,Imports,2470,2470,4.0,0.0,40000000.0,Liquid biofuels
Estonia,2010,Total energy supply,4589,4589,11.0,0.0,90540000.0,Liquid biofuels
Estonia,2010,consumption by transport,2035,2035,7.0,0.0,50540000.0,Liquid biofuels
Estonia,2010,imports,2009,2009,7.0,0.0,50540000.0,Liquid biofuels
Estonia,2011,Consumption by road,4558,4558,7.0,0.0,53320000.0,Liquid biofuels
Estonia,2011,Consumption in transport,2497,2497,1.0,0.0,10000000.0,Liquid biofuels
Estonia,2011,Final consumption,4614,4614,7.0,0.0,53320000.0,Liquid biofuels
Estonia,2011,Final energy consumption,4504,4504,7.0,0.0,53320000.0,Liquid biofuels
Estonia,2011,Imports,2469,2469,1.0,0.0,10000000.0,Liquid biofuels
Estonia,2011,Total energy supply,4587,4587,7.0,0.0,53320000.0,Liquid biofuels
Estonia,2011,consumption by transport,2034,2034,6.0,0.0,43320000.0,Liquid biofuels
Estonia,2011,imports,2008,2008,6.0,0.0,43320000.0,Liquid biofuels
Estonia,2012,Consumption by road,4556,4556,12.0,0.0,103320000.0,Liquid biofuels
Estonia,2012,Consumption in transport,2496,2496,6.0,0.0,60000000.0,Liquid biofuels
Estonia,2012,Final consumption,4612,4612,12.0,0.0,103320000.0,Liquid biofuels
Estonia,2012,Final energy consumption,4502,4502,12.0,0.0,103320000.0,Liquid biofuels
Estonia,2012,Imports,2468,2468,6.0,0.0,60000000.0,Liquid biofuels
Estonia,2012,Total energy supply,4585,4585,12.0,0.0,103320000.0,Liquid biofuels
Estonia,2012,consumption by transport,2033,2033,6.0,0.0,43320000.0,Liquid biofuels
Estonia,2012,imports,2007,2007,6.0,0.0,43320000.0,Liquid biofuels
Estonia,2013,Consumption by road,4554,4554,10.0,0.0,86100000.0,Liquid biofuels
Estonia,2013,Consumption in transport,2495,2495,5.0,0.0,50000000.0,Liquid biofuels
Estonia,2013,Final consumption,4610,4610,10.0,0.0,86100000.0,Liquid biofuels
Estonia,2013,Final energy consumption,4500,4500,10.0,0.0,86100000.0,Liquid biofuels
Estonia,2013,Imports,2467,2467,5.0,0.0,50000000.0,Liquid biofuels
Estonia,2013,Total energy supply,4583,4583,10.0,0.0,86100000.0,Liquid biofuels
Estonia,2013,consumption by transport,2032,2032,5.0,0.0,36100000.0,Liquid biofuels
Estonia,2013,imports,2006,2006,5.0,0.0,36100000.0,Liquid biofuels
Estonia,2014,Consumption by road,4552,4552,16.0,0.0,137760000.0,Liquid biofuels
Estonia,2014,Consumption in transport,2494,2494,8.0,0.0,80000000.0,Liquid biofuels
Estonia,2014,Final consumption,4608,4608,16.0,0.0,137760000.0,Liquid biofuels
Estonia,2014,Final energy consumption,4498,4498,16.0,0.0,137760000.0,Liquid biofuels
Estonia,2014,Imports,2466,2466,8.0,0.0,80000000.0,Liquid biofuels
Estonia,2014,Total energy supply,4581,4581,16.0,0.0,137760000.0,Liquid biofuels
Estonia,2014,consumption by transport,2031,2031,8.0,0.0,57760000.0,Liquid biofuels
Estonia,2014,imports,2005,2005,8.0,0.0,57760000.0,Liquid biofuels
Estonia,2015,Consumption by road,4550,4550,8.0,0.0,68880000.0,Liquid biofuels
Estonia,2015,Consumption in transport,2493,2493,4.0,0.0,40000000.0,Liquid biofuels
Estonia,2015,Final consumption,4606,4606,8.0,0.0,68880000.0,Liquid biofuels
Estonia,2015,Final energy consumption,4496,4496,8.0,0.0,68880000.0,Liquid biofuels
Estonia,2015,Imports,2465,2465,4.0,0.0,40000000.0,Liquid biofuels
Estonia,2015,Total energy supply,4579,4579,8.0,0.0,68880000.0,Liquid biofuels
Estonia,2015,consumption by transport,2030,2030,4.0,0.0,28880000.0,Liquid biofuels
Estonia,2015,imports,2004,2004,4.0,0.0,28880000.0,Liquid biofuels
Estonia,2016,Consumption by road,4548,4548,6.0,0.0,51660000.0,Liquid biofuels
Estonia,2016,Consumption in transport,2492,2492,3.0,0.0,30000000.0,Liquid biofuels
Estonia,2016,Final consumption,4604,4604,6.0,0.0,51660000.0,Liquid biofuels
Estonia,2016,Final energy consumption,4494,4494,6.0,0.0,51660000.0,Liquid biofuels
Estonia,2016,Imports,2464,2464,3.0,0.0,30000000.0,Liquid biofuels
Estonia,2016,Total energy supply,4577,4577,6.0,0.0,51660000.0,Liquid biofuels
Estonia,2016,consumption by transport,2029,2029,3.0,0.0,21660000.0,Liquid biofuels
Estonia,2016,imports,2003,2003,3.0,0.0,21660000.0,Liquid biofuels
Estonia,2017,Consumption by road,4546,4546,3.21,0.0,27930000.0,Liquid biofuels
Estonia,2017,Consumption in transport,2491,2491,1.71,0.0,17100000.0,Liquid biofuels
Estonia,2017,Final consumption,4602,4602,3.21,0.0,27930000.0,Liquid biofuels
Estonia,2017,Final energy consumption,4492,4492,3.21,0.0,27930000.0,Liquid biofuels
Estonia,2017,Imports,2463,2463,1.71,0.0,17100000.0,Liquid biofuels
Estonia,2017,Total energy supply,4575,4575,3.21,0.0,27930000.0,Liquid biofuels
Estonia,2017,consumption by transport,2028,2028,1.5,0.0,10830000.0,Liquid biofuels
Estonia,2017,imports,2002,2002,1.5,0.0,10830000.0,Liquid biofuels
Estonia,2018,Consumption by road,4544,4544,21.5,0.0,193872000.0,Liquid biofuels
Estonia,2018,Consumption in transport,2490,2490,13.9,0.0,139000000.0,Liquid biofuels
Estonia,2018,Final consumption,4600,4600,21.5,0.0,193872000.0,Liquid biofuels
Estonia,2018,Final energy consumption,4490,4490,21.5,0.0,193872000.0,Liquid biofuels
Estonia,2018,Imports,2462,2462,13.9,0.0,139000000.0,Liquid biofuels
Estonia,2018,Total energy supply,4573,4573,21.5,0.0,193872000.0,Liquid biofuels
Estonia,2018,consumption by transport,2027,2027,7.6,0.0,54872000.0,Liquid biofuels
Estonia,2018,imports,2001,2001,7.6,0.0,54872000.0,Liquid biofuels
Estonia,2019,Consumption by road,4542,4542,32.57,0.0,294147000.0,Liquid biofuels
Estonia,2019,Consumption in transport,2489,2489,21.22,0.0,212200000.0,Liquid biofuels
Estonia,2019,Final consumption,4598,4598,32.57,0.0,294147000.0,Liquid biofuels
Estonia,2019,Final energy consumption,4488,4488,32.57,0.0,294147000.0,Liquid biofuels
Estonia,2019,Imports,2461,2461,21.22,0.0,212200000.0,Liquid biofuels
Estonia,2019,Total energy supply,4571,4571,32.57,0.0,294147000.0,Liquid biofuels
Estonia,2019,consumption by transport,2026,2026,11.35,0.0,81947000.0,Liquid biofuels
Estonia,2019,imports,2000,2000,11.35,0.0,81947000.0,Liquid biofuels
Estonia,2020,Imports,2460,2460,21.22,0.0,212200000.0,Liquid biofuels
Estonia,2020,Total energy supply,4569,4569,32.57,0.0,294147000.0,Liquid biofuels
Estonia,2020,imports,1999,1999,11.35,0.0,81947000.0,Liquid biofuels
Ethiopia,2006,Total energy supply,2153,2153,0.0,0.0,0.0,Liquid biofuels
Ethiopia,2006,production,2093,2093,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2006,stock changes,2102,2102,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2007,Total energy supply,2152,2152,0.0,0.0,0.0,Liquid biofuels
Ethiopia,2007,production,2092,2092,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2007,stock changes,2101,2101,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2008,Consumption by road,2138,2138,1.0,0.0,7220000.0,Liquid biofuels
Ethiopia,2008,Final consumption,2165,2165,1.0,0.0,7220000.0,Liquid biofuels
Ethiopia,2008,Final energy consumption,2114,2114,1.0,0.0,7220000.0,Liquid biofuels
Ethiopia,2008,Total energy supply,2151,2151,1.0,0.0,7220000.0,Liquid biofuels
Ethiopia,2008,consumption by transport,2126,2126,1.0,0.0,7220000.0,Liquid biofuels
Ethiopia,2008,production,2091,2091,4.0,0.0,28880000.0,Liquid biofuels
Ethiopia,2008,stock changes,2100,2100,3.0,0.0,21660000.0,Liquid biofuels
Ethiopia,2009,Consumption by road,2137,2137,4.0,0.0,28880000.0,Liquid biofuels
Ethiopia,2009,Final consumption,2164,2164,4.0,0.0,28880000.0,Liquid biofuels
Ethiopia,2009,Final energy consumption,2113,2113,4.0,0.0,28880000.0,Liquid biofuels
Ethiopia,2009,Total energy supply,2150,2150,4.0,0.0,28880000.0,Liquid biofuels
Ethiopia,2009,consumption by transport,2125,2125,4.0,0.0,28880000.0,Liquid biofuels
Ethiopia,2009,production,2090,2090,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2009,stock changes,2099,2099,1.0,0.0,7220000.0,Liquid biofuels
Ethiopia,2010,Consumption by road,2136,2136,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2010,Final consumption,2163,2163,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2010,Final energy consumption,2112,2112,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2010,Total energy supply,2149,2149,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2010,consumption by transport,2124,2124,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2010,production,2089,2089,3.0,0.0,21660000.0,Liquid biofuels
Ethiopia,2010,stock changes,2098,2098,-2.0,0.0,-14440000.0,Liquid biofuels
Ethiopia,2011,Consumption by road,2135,2135,7.0,0.0,50540000.0,Liquid biofuels
Ethiopia,2011,Final consumption,2162,2162,7.0,0.0,50540000.0,Liquid biofuels
Ethiopia,2011,Final energy consumption,2111,2111,7.0,0.0,50540000.0,Liquid biofuels
Ethiopia,2011,Total energy supply,2148,2148,7.0,0.0,50540000.0,Liquid biofuels
Ethiopia,2011,consumption by transport,2123,2123,7.0,0.0,50540000.0,Liquid biofuels
Ethiopia,2011,production,2088,2088,9.0,0.0,64980000.0,Liquid biofuels
Ethiopia,2011,stock changes,2097,2097,2.0,0.0,14440000.0,Liquid biofuels
Ethiopia,2012,Consumption by road,2134,2134,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2012,Final consumption,2161,2161,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2012,Final energy consumption,2110,2110,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2012,Total energy supply,2147,2147,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2012,consumption by transport,2122,2122,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2012,production,2087,2087,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2012,stock changes,2096,2096,0.0,0.0,0.0,Liquid biofuels
Ethiopia,2013,Consumption by road,2133,2133,7.0,0.0,50540000.0,Liquid biofuels
Ethiopia,2013,Final consumption,2160,2160,7.0,0.0,50540000.0,Liquid biofuels
Ethiopia,2013,Final energy consumption,2109,2109,7.0,0.0,50540000.0,Liquid biofuels
Ethiopia,2013,Total energy supply,2146,2146,7.0,0.0,50540000.0,Liquid biofuels
Ethiopia,2013,consumption by transport,2121,2121,7.0,0.0,50540000.0,Liquid biofuels
Ethiopia,2013,production,2086,2086,6.0,0.0,43320000.0,Liquid biofuels
Ethiopia,2013,stock changes,2095,2095,-1.0,0.0,-7220000.0,Liquid biofuels
Ethiopia,2014,Consumption by road,2132,2132,8.0,0.0,57760000.0,Liquid biofuels
Ethiopia,2014,Final consumption,2159,2159,8.0,0.0,57760000.0,Liquid biofuels
Ethiopia,2014,Final energy consumption,2108,2108,8.0,0.0,57760000.0,Liquid biofuels
Ethiopia,2014,Total energy supply,2145,2145,8.0,0.0,57760000.0,Liquid biofuels
Ethiopia,2014,consumption by transport,2120,2120,8.0,0.0,57760000.0,Liquid biofuels
Ethiopia,2014,production,2085,2085,8.0,0.0,57760000.0,Liquid biofuels
Ethiopia,2015,Consumption by road,2131,2131,6.0,0.0,43320000.0,Liquid biofuels
Ethiopia,2015,Final consumption,2158,2158,6.0,0.0,43320000.0,Liquid biofuels
Ethiopia,2015,Final energy consumption,2107,2107,6.0,0.0,43320000.0,Liquid biofuels
Ethiopia,2015,Total energy supply,2144,2144,6.0,0.0,43320000.0,Liquid biofuels
Ethiopia,2015,consumption by transport,2119,2119,6.0,0.0,43320000.0,Liquid biofuels
Ethiopia,2015,production,2084,2084,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2015,stock changes,2094,2094,-1.0,0.0,-7220000.0,Liquid biofuels
Ethiopia,2016,Consumption by road,2130,2130,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2016,Final consumption,2157,2157,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2016,Final energy consumption,2106,2106,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2016,Total energy supply,2143,2143,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2016,consumption by transport,2118,2118,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2016,production,2083,2083,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2017,Consumption by road,2129,2129,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2017,Final consumption,2156,2156,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2017,Final energy consumption,2105,2105,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2017,Total energy supply,2142,2142,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2017,consumption by transport,2117,2117,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2017,production,2082,2082,5.0,0.0,36100000.0,Liquid biofuels
Ethiopia,2018,Consumption by road,2128,2128,6.0,0.0,43320000.0,Liquid biofuels
Ethiopia,2018,Final consumption,2155,2155,6.0,0.0,43320000.0,Liquid biofuels
Ethiopia,2018,Final energy consumption,2104,2104,6.0,0.0,43320000.0,Liquid biofuels
Ethiopia,2018,Total energy supply,2141,2141,6.0,0.0,43320000.0,Liquid biofuels
Ethiopia,2018,consumption by transport,2116,2116,6.0,0.0,43320000.0,Liquid biofuels
Ethiopia,2018,production,2081,2081,6.0,0.0,43320000.0,Liquid biofuels
Ethiopia,2019,Consumption by road,2127,2127,6.336,0.0,45745920.0,Liquid biofuels
Ethiopia,2019,Final consumption,2154,2154,6.336,0.0,45745920.0,Liquid biofuels
Ethiopia,2019,Final energy consumption,2103,2103,6.336,0.0,45745920.0,Liquid biofuels
Ethiopia,2019,Total energy supply,2140,2140,6.336,0.0,45745920.0,Liquid biofuels
Ethiopia,2019,consumption by transport,2115,2115,6.336,0.0,45745920.0,Liquid biofuels
Ethiopia,2019,production,2080,2080,6.336,0.0,45745920.0,Liquid biofuels
Ethiopia,2020,Total energy supply,2139,2139,6.336,0.0,45745920.0,Liquid biofuels
Ethiopia,2020,production,2079,2079,6.336,0.0,45745920.0,Liquid biofuels
Finland,2002,Consumption by road,2250,2250,1.0,0.0,7220000.0,Liquid biofuels
Finland,2002,Final consumption,2344,2344,1.0,0.0,7220000.0,Liquid biofuels
Finland,2002,Final energy consumption,2214,2214,1.0,0.0,7220000.0,Liquid biofuels
Finland,2002,Total energy supply,2325,2325,1.0,0.0,7220000.0,Liquid biofuels
Finland,2002,consumption by transport,2232,2232,1.0,0.0,7220000.0,Liquid biofuels
Finland,2002,imports,2191,2191,1.0,0.0,7220000.0,Liquid biofuels
Finland,2003,Consumption by road,2249,2249,6.0,0.0,43320000.0,Liquid biofuels
Finland,2003,Final consumption,2343,2343,6.0,0.0,43320000.0,Liquid biofuels
Finland,2003,Final energy consumption,2213,2213,6.0,0.0,43320000.0,Liquid biofuels
Finland,2003,Total energy supply,2324,2324,6.0,0.0,43320000.0,Liquid biofuels
Finland,2003,consumption by transport,2231,2231,6.0,0.0,43320000.0,Liquid biofuels
Finland,2003,imports,2190,2190,6.0,0.0,43320000.0,Liquid biofuels
Finland,2004,Consumption by road,2248,2248,7.0,0.0,50540000.0,Liquid biofuels
Finland,2004,Final consumption,2342,2342,7.0,0.0,50540000.0,Liquid biofuels
Finland,2004,Final energy consumption,2212,2212,7.0,0.0,50540000.0,Liquid biofuels
Finland,2004,Total energy supply,2323,2323,7.0,0.0,50540000.0,Liquid biofuels
Finland,2004,consumption by transport,2230,2230,7.0,0.0,50540000.0,Liquid biofuels
Finland,2004,imports,2189,2189,7.0,0.0,50540000.0,Liquid biofuels
Finland,2005,Consumption by road,2247,2247,0.0,0.0,0.0,Liquid biofuels
Finland,2005,Final consumption,2341,2341,0.0,0.0,0.0,Liquid biofuels
Finland,2005,Final energy consumption,2211,2211,0.0,0.0,0.0,Liquid biofuels
Finland,2005,Total energy supply,2322,2322,0.0,0.0,0.0,Liquid biofuels
Finland,2005,consumption by transport,2229,2229,0.0,0.0,0.0,Liquid biofuels
Finland,2005,imports,2188,2188,0.0,0.0,0.0,Liquid biofuels
Finland,2006,Consumption by road,2246,2246,1.0,0.0,7220000.0,Liquid biofuels
Finland,2006,Final consumption,2340,2340,1.0,0.0,7220000.0,Liquid biofuels
Finland,2006,Final energy consumption,2210,2210,1.0,0.0,7220000.0,Liquid biofuels
Finland,2006,Total energy supply,2321,2321,1.0,0.0,7220000.0,Liquid biofuels
Finland,2006,consumption by transport,2228,2228,1.0,0.0,7220000.0,Liquid biofuels
Finland,2006,imports,2187,2187,1.0,0.0,7220000.0,Liquid biofuels
Finland,2007,Consumption by road,2245,2245,2.0,0.0,14440000.0,Liquid biofuels
